id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Grade
177,MS,F,16,U,GT3,T,3,1,services,services,home,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,3,2,1,18,14,9
178,GP,F,15,U,GT3,T,2,1,health,other,course,other,5,2,0,no,yes,no,yes,no,no,no,no,3,2,4,1,2,2,3,13,15,8
179,MS,M,14,U,LE3,T,3,1,services,services,home,mother,1,2,0,no,no,no,no,no,no,yes,yes,5,4,2,2,3,1,4,14,11,8
180,MS,M,16,U,LE3,A,3,2,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,1,2,4,9,15,8,9
181,MS,F,14,U,LE3,T,3,3,other,other,course,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,3,1,0,3,1,13,16,9
182,GP,F,17,U,GT3,T,4,1,teacher,teacher,course,mother,2,1,0,no,yes,no,no,yes,yes,no,no,5,3,5,1,1,4,1,17,18,9
183,MS,F,14,U,LE3,T,1,4,health,other,home,other,2,3,0,no,yes,no,yes,no,yes,yes,yes,4,1,2,1,5,4,4,16,14,10
184,MS,F,14,U,GT3,T,2,1,at_home,at_home,home,other,2,0,0,no,no,yes,yes,no,yes,yes,yes,4,3,4,1,2,4,4,15,14,8
185,GP,F,14,U,GT3,A,4,0,other,other,home,mother,1,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,2,2,2,4,4,11,17,8
186,GP,M,14,U,GT3,T,3,2,other,at_home,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,4,1,1,1,1,2,4,6,12,9
187,GP,M,15,R,GT3,T,4,1,services,other,home,mother,1,1,0,no,yes,no,no,no,no,yes,yes,4,2,2,5,1,4,4,16,18,8
188,GP,F,15,R,GT3,T,4,1,other,health,reputation,mother,3,0,0,no,yes,no,no,yes,yes,no,yes,3,3,3,5,0,4,0,14,7,9
189,MS,F,14,U,GT3,T,3,3,services,other,home,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,1,1,4,0,13,6,9
190,GP,F,14,U,GT3,T,4,0,other,other,course,mother,1,2,0,no,yes,no,yes,yes,no,yes,no,5,3,3,1,4,4,0,13,13,9
191,GP,F,17,U,LE3,T,3,1,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,3,2,1,0,4,15,18,9
192,GP,M,15,U,GT3,A,0,3,at_home,teacher,home,mother,1,1,1,no,no,yes,yes,yes,yes,yes,no,4,5,3,1,4,1,3,15,11,7
193,GP,F,16,U,LE3,A,3,1,other,health,course,father,3,2,0,no,yes,no,yes,yes,no,no,yes,5,2,4,2,1,2,0,14,12,9
194,GP,F,20,U,GT3,A,4,1,at_home,services,course,mother,5,1,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,4,0,7,20,9
195,MS,F,16,U,GT3,T,3,1,other,at_home,home,mother,3,2,0,no,yes,no,no,yes,yes,no,no,3,2,0,1,5,0,0,16,12,9
196,GP,M,15,U,GT3,T,4,1,services,other,home,mother,1,2,0,no,yes,yes,no,yes,no,yes,yes,5,4,1,1,0,4,4,13,18,9
197,GP,F,14,R,GT3,T,1,1,at_home,other,other,father,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,3,4,5,2,3,1,13,14,8
198,MS,F,15,U,GT3,A,2,1,services,other,reputation,father,5,1,0,no,yes,no,yes,no,yes,yes,yes,3,2,4,1,2,4,0,14,17,9
199,MS,F,15,U,LE3,A,4,2,at_home,health,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,6,6,5,2,12,16,10
200,MS,M,17,R,LE3,T,3,1,health,teacher,other,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,4,0,13,14,14
201,GP,M,14,U,GT3,T,3,3,other,other,course,mother,1,0,0,yes,yes,yes,yes,yes,yes,yes,no,4,1,0,6,3,2,0,16,16,9
202,MS,M,16,U,LE3,T,3,2,other,other,home,father,5,3,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,2,3,0,10,9,11
203,MS,F,14,U,LE3,T,2,1,health,other,home,mother,5,0,0,yes,yes,yes,no,no,yes,no,no,4,2,1,6,0,0,3,15,11,8
204,MS,M,14,U,GT3,T,0,0,at_home,other,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,2,3,3,1,2,4,0,17,9,8
205,GP,F,16,U,GT3,T,4,1,services,other,other,mother,3,2,0,no,yes,no,yes,yes,no,yes,yes,3,3,1,1,1,4,0,17,13,9
206,MS,F,17,U,GT3,A,2,1,health,other,other,father,2,2,0,no,no,yes,no,no,yes,yes,yes,4,3,1,1,4,4,0,12,9,9
207,GP,M,14,R,LE3,T,1,2,services,other,course,mother,1,1,0,yes,yes,yes,yes,yes,yes,no,no,5,1,2,1,1,4,0,13,13,9
208,GP,F,16,U,LE3,T,3,3,other,services,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,2,2,1,2,1,1,15,12,9
209,MS,F,14,U,GT3,A,3,3,other,other,course,mother,1,1,0,yes,no,no,yes,no,yes,yes,no,4,3,4,3,1,0,0,18,20,9
210,GP,F,15,R,LE3,A,1,1,teacher,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,1,1,1,3,0,15,13,9
211,GP,M,14,U,GT3,T,4,2,health,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,1,3,0,4,4,15,14,9
212,GP,F,15,U,GT3,A,4,3,at_home,other,reputation,mother,3,2,1,no,yes,yes,yes,yes,yes,yes,yes,4,2,3,1,3,3,0,10,12,9
213,GP,M,18,U,GT3,T,4,2,other,at_home,home,other,1,1,0,no,yes,no,yes,yes,yes,no,no,4,2,2,1,1,4,0,19,14,9
214,GP,M,14,U,LE3,T,3,1,services,other,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,4,7,13,9,9
215,GP,F,14,U,GT3,T,2,0,teacher,other,home,father,2,3,0,yes,yes,no,yes,yes,yes,yes,no,5,2,2,2,1,1,0,16,14,11
216,GP,F,16,U,GT3,A,2,1,teacher,health,home,mother,1,2,2,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,0,3,13,9,7
217,MS,F,14,U,GT3,T,2,2,teacher,services,course,father,2,3,0,no,no,no,no,no,yes,no,no,3,2,4,1,2,4,1,10,7,11
218,MS,M,15,U,LE3,T,0,1,health,other,other,father,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,3,2,1,4,0,16,13,9
219,GP,F,14,U,GT3,A,0,2,services,services,course,father,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,1,4,0,16,17,8
220,GP,M,14,U,GT3,T,4,1,other,other,course,other,0,2,2,no,yes,no,no,yes,yes,yes,yes,5,4,2,5,5,4,0,19,13,8
221,GP,M,16,U,GT3,T,1,1,other,services,course,mother,0,1,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,4,1,2,4,1,15,14,8
222,MS,F,16,U,GT3,A,3,2,health,services,reputation,mother,2,2,3,no,no,yes,yes,no,yes,yes,no,4,3,1,2,2,2,0,17,18,6
223,MS,F,14,R,GT3,T,2,2,teacher,other,other,mother,1,1,2,no,yes,no,yes,yes,yes,yes,yes,4,1,2,2,5,0,0,15,8,7
224,GP,F,17,U,LE3,T,2,1,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,1,13,11,9
225,GP,F,14,U,GT3,T,2,2,at_home,other,course,mother,0,1,0,no,no,yes,yes,no,yes,yes,no,5,5,1,5,1,0,0,19,13,9
226,GP,F,16,U,GT3,T,2,0,services,services,home,mother,0,0,0,yes,yes,no,no,yes,yes,yes,no,4,4,1,1,2,0,3,17,11,8
227,GP,F,16,U,LE3,T,2,2,services,other,home,father,2,1,0,no,no,no,no,yes,no,no,yes,5,3,0,1,1,0,0,14,12,8
228,GP,F,16,U,GT3,A,3,3,health,other,course,other,3,0,0,no,yes,yes,no,yes,no,yes,no,4,2,2,5,3,4,7,12,4,8
229,GP,F,17,U,LE3,T,1,3,at_home,services,home,other,3,1,1,no,yes,no,yes,yes,yes,yes,no,3,3,1,3,2,4,2,13,13,7
230,GP,F,16,U,GT3,T,3,4,other,other,course,other,3,1,0,no,yes,no,no,yes,yes,yes,yes,5,3,0,4,1,1,0,21,11,9
231,GP,F,15,U,GT3,T,4,1,at_home,services,home,father,0,1,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,1,2,0,9,7,9
232,MS,F,15,R,LE3,T,3,1,other,at_home,course,father,1,1,0,yes,yes,yes,no,no,yes,yes,yes,4,1,4,1,3,4,1,11,19,9
233,GP,M,17,U,GT3,T,2,2,services,at_home,course,mother,2,2,0,yes,yes,no,no,yes,yes,no,no,3,3,4,0,2,4,4,17,10,9
234,GP,M,14,R,GT3,T,4,3,at_home,teacher,reputation,father,1,0,0,no,yes,no,no,yes,no,no,no,5,3,3,0,0,4,0,14,16,8
235,GP,F,16,U,GT3,T,3,0,health,other,other,mother,1,5,0,no,no,no,no,no,yes,yes,yes,5,2,4,5,2,2,3,15,13,18
236,GP,M,14,U,LE3,A,2,1,teacher,other,course,mother,1,1,0,yes,no,no,yes,yes,yes,yes,no,5,5,2,1,0,4,3,12,10,9
237,GP,M,15,U,GT3,T,1,1,other,other,home,mother,3,1,0,no,yes,yes,no,yes,yes,yes,no,3,4,0,0,5,4,1,15,10,8
238,GP,F,14,U,LE3,T,4,1,teacher,other,course,father,3,1,1,no,yes,no,no,yes,yes,yes,no,5,4,4,1,2,2,26,12,10,7
239,MS,M,18,R,LE3,A,4,4,health,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,3,4,3,1,0,2,0,10,13,10
240,GP,F,15,U,GT3,T,1,2,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,no,yes,no,3,2,1,5,1,1,1,8,11,8
241,GP,M,15,U,GT3,T,1,3,services,other,home,father,1,1,0,no,yes,yes,no,yes,yes,no,yes,3,2,2,1,1,0,1,14,10,8
242,GP,M,14,U,GT3,T,3,1,at_home,at_home,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,3,2,2,2,2,1,1,18,16,9
243,GP,F,14,U,GT3,T,4,2,other,services,home,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,4,1,1,4,2,16,9,9
244,GP,F,16,U,GT3,T,2,1,at_home,other,reputation,father,1,1,1,yes,no,no,no,yes,no,yes,no,4,4,0,0,5,3,8,11,16,6
245,GP,F,14,U,GT3,A,3,2,health,other,course,other,2,2,0,no,no,no,no,yes,yes,no,no,4,2,2,1,2,4,0,15,16,9
246,MS,M,15,U,GT3,T,4,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,no,4,1,2,1,5,4,0,15,14,11
247,GP,M,15,U,LE3,T,2,1,at_home,other,home,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,5,3,0,1,2,3,0,18,11,9
248,GP,M,17,U,GT3,T,1,1,other,other,home,mother,5,1,2,yes,yes,yes,no,yes,no,no,yes,4,3,1,2,3,4,2,15,8,6
249,GP,M,17,U,GT3,T,3,2,services,other,other,mother,0,2,1,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,14,14,8
250,GP,F,14,U,GT3,A,2,1,services,health,course,father,1,0,0,no,yes,no,yes,yes,no,yes,yes,5,4,0,2,1,3,0,13,14,8
251,GP,M,17,U,LE3,T,2,0,other,services,reputation,father,1,2,0,no,yes,yes,no,yes,yes,no,no,4,4,2,1,4,0,1,19,13,9
252,GP,F,14,U,GT3,T,3,2,other,services,home,other,2,2,1,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,4,2,0,14,13,8
253,GP,F,15,U,GT3,T,2,1,other,teacher,home,mother,3,0,0,no,yes,no,no,yes,no,yes,yes,5,1,0,1,2,4,0,14,11,8
254,MS,F,17,U,GT3,T,2,2,services,services,course,father,2,1,0,no,yes,no,no,no,yes,yes,yes,4,4,1,6,2,3,0,17,10,9
255,MS,M,18,U,GT3,A,2,0,services,health,course,father,5,1,0,no,yes,no,yes,no,yes,yes,yes,5,4,3,1,3,4,1,9,17,9
256,GP,F,16,R,GT3,A,2,0,at_home,other,home,other,1,2,0,no,yes,no,no,yes,yes,no,yes,3,3,3,1,4,3,4,15,12,9
257,GP,M,14,U,GT3,T,4,3,services,services,home,mother,1,3,0,no,yes,no,no,yes,no,yes,yes,5,3,1,2,1,0,0,12,12,10
258,GP,F,16,R,GT3,A,1,2,at_home,other,course,father,1,3,0,no,yes,yes,yes,yes,no,yes,yes,5,4,1,1,2,4,24,12,15,8
259,MS,F,14,U,GT3,T,4,1,services,at_home,course,mother,3,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,4,3,4,0,13,7,11
260,GP,F,14,U,GT3,T,3,2,other,at_home,reputation,mother,1,2,0,no,yes,yes,no,yes,no,yes,no,4,4,2,1,1,0,1,12,12,9
261,GP,F,16,R,GT3,T,2,3,at_home,services,other,father,1,3,0,no,yes,no,no,no,yes,yes,no,5,2,3,1,3,0,0,13,16,11
262,GP,F,17,U,LE3,T,4,1,other,services,reputation,mother,2,0,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,0,19,14,9
263,GP,M,17,U,GT3,T,4,2,at_home,at_home,other,father,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,0,1,4,17,15,11
264,MS,M,15,U,GT3,A,2,0,other,other,home,father,1,2,0,no,yes,yes,no,yes,no,yes,no,4,4,2,1,1,4,0,14,15,8
265,GP,M,15,U,GT3,A,2,2,services,other,course,father,3,2,0,no,yes,no,yes,yes,yes,no,no,3,0,4,1,2,3,2,12,13,9
266,GP,M,14,U,GT3,T,3,1,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,2,4,3,15,15,9
267,GP,F,17,R,GT3,T,4,2,at_home,other,course,mother,5,1,0,no,yes,no,yes,yes,no,yes,yes,5,3,2,1,3,3,0,18,14,8
268,GP,M,14,U,GT3,A,3,2,teacher,other,other,father,2,1,2,no,yes,no,no,yes,yes,yes,no,5,2,0,1,2,4,2,8,11,7
269,MS,F,17,U,GT3,T,1,1,services,teacher,course,mother,1,0,1,no,yes,no,no,no,no,yes,yes,4,2,1,1,2,4,1,20,17,7
270,GP,M,15,U,LE3,T,4,0,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,3,3,2,1,4,3,6,10,16,9
271,GP,M,16,R,GT3,T,3,1,health,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,2,4,4,1,4,4,4,16,12,9
272,GP,M,14,U,GT3,T,4,3,teacher,teacher,reputation,mother,1,0,0,no,yes,yes,yes,yes,no,yes,no,5,3,3,3,2,2,0,17,3,8
273,MS,F,15,R,LE3,A,2,2,health,services,course,father,1,0,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,1,3,4,19,13,8
274,MS,M,17,U,GT3,T,2,0,teacher,services,course,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,5,4,2,3,0,2,1,19,11,9
275,GP,F,17,R,GT3,T,4,1,other,at_home,course,father,2,1,0,no,no,no,yes,yes,no,yes,yes,3,2,2,0,1,2,4,10,17,8
276,GP,F,15,U,LE3,T,4,3,services,services,reputation,mother,2,1,0,yes,yes,yes,no,yes,yes,no,no,2,2,3,1,2,4,4,18,11,9
277,GP,M,14,U,GT3,T,2,2,services,other,home,other,1,3,0,no,yes,yes,no,yes,no,yes,no,5,2,4,1,4,4,0,12,10,10
278,MS,F,16,U,GT3,T,3,0,teacher,services,home,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,3,4,1,2,2,22,11,8,8
279,GP,F,16,U,GT3,T,1,1,services,at_home,home,father,1,3,0,no,yes,no,no,no,no,yes,yes,4,2,4,5,2,2,2,8,12,10
280,GP,F,14,U,LE3,T,3,1,other,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,5,0,1,4,1,3,4,16,11,9
281,GP,F,16,U,GT3,T,2,3,services,other,reputation,other,1,0,0,yes,yes,no,yes,no,yes,no,no,5,0,2,0,1,4,0,19,12,9
282,GP,M,17,U,GT3,T,1,1,other,other,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,1,2,1,2,15,17,8
283,GP,F,16,U,GT3,T,3,1,at_home,other,other,mother,3,0,0,no,no,no,yes,yes,yes,no,no,4,3,2,1,1,4,0,16,14,9
284,GP,F,19,U,LE3,T,2,1,other,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,3,2,1,0,2,0,0,10,11,9
285,GP,F,16,R,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,5,3,1,2,1,4,0,16,14,10
286,GP,M,14,U,GT3,A,3,1,other,teacher,course,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,3,4,5,1,3,4,7,14,4,13
287,GP,F,16,R,GT3,A,2,0,health,services,reputation,mother,0,2,0,yes,no,yes,yes,yes,yes,yes,yes,4,3,4,1,4,4,0,17,15,9
288,GP,M,19,U,GT3,A,3,0,services,services,other,father,3,0,0,no,no,no,no,yes,no,yes,no,5,3,0,1,0,4,0,13,14,8
289,MS,F,16,U,GT3,A,2,0,teacher,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,5,3,0,1,1,4,2,13,11,9
290,MS,M,16,U,GT3,T,4,2,other,health,other,mother,1,3,0,no,yes,no,yes,yes,no,yes,yes,5,4,3,1,2,4,2,4,11,10
291,GP,M,16,U,GT3,A,2,1,other,at_home,other,other,1,4,2,no,yes,yes,no,yes,no,yes,yes,4,4,4,1,1,0,0,14,7,11
292,GP,F,15,R,GT3,A,3,3,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,0,1,3,0,14,15,9
293,GP,M,15,U,LE3,A,4,1,other,teacher,course,mother,2,3,0,no,yes,no,no,no,yes,yes,no,5,3,4,1,2,4,4,17,11,11
294,GP,M,14,U,GT3,T,4,3,services,at_home,course,father,1,1,0,no,no,no,yes,yes,yes,no,no,5,2,2,1,1,4,0,15,12,9
295,GP,F,16,R,GT3,A,3,3,at_home,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,0,4,3,1,4,4,3,10,10,9
296,MS,F,14,U,LE3,T,0,1,other,other,home,father,1,4,0,no,yes,no,no,yes,yes,yes,no,3,4,1,1,5,4,0,15,17,13
297,GP,F,14,R,LE3,T,2,1,at_home,health,course,mother,2,0,0,no,yes,no,no,yes,yes,yes,no,2,3,1,3,1,4,0,11,19,9
298,GP,M,16,R,LE3,A,4,3,services,other,home,mother,3,0,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,2,4,0,15,13,9
299,GP,F,17,U,LE3,T,1,2,at_home,services,course,mother,5,1,0,no,yes,no,no,no,yes,yes,no,4,5,3,1,1,0,0,14,7,9
300,GP,F,16,U,GT3,T,3,1,at_home,health,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,yes,5,4,2,1,2,4,1,20,12,9
301,MS,F,15,R,GT3,T,4,0,at_home,other,home,other,2,1,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,4,0,0,14,14,9
302,GP,F,17,U,LE3,T,4,1,services,health,other,mother,0,1,0,no,no,no,no,yes,yes,yes,no,4,4,1,2,3,4,0,12,7,9
303,GP,F,16,U,GT3,A,3,2,health,at_home,home,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,3,5,4,0,0,16,10,9
304,GP,M,14,R,GT3,A,2,2,teacher,services,other,mother,1,3,0,no,yes,yes,no,yes,yes,no,no,3,4,2,5,0,3,0,7,10,11
305,GP,F,15,U,GT3,T,2,3,other,services,course,father,1,0,0,yes,yes,no,no,yes,yes,yes,no,2,1,4,1,4,1,3,16,12,9
306,GP,F,16,R,GT3,T,4,4,health,teacher,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,1,4,0,14,18,10
307,GP,F,16,U,LE3,T,4,2,other,other,reputation,mother,5,1,0,no,yes,no,yes,yes,no,yes,no,4,3,4,1,2,4,4,14,16,8
308,GP,F,16,U,LE3,T,3,0,other,services,course,other,1,1,0,no,yes,yes,no,no,yes,yes,no,1,3,2,2,2,4,0,15,6,9
309,GP,F,16,R,LE3,T,3,3,at_home,other,course,mother,0,2,4,no,yes,no,yes,no,yes,yes,yes,5,2,3,3,2,1,0,16,9,5
310,MS,F,15,U,GT3,T,4,2,other,at_home,course,mother,1,1,0,no,yes,no,no,no,yes,no,no,3,3,4,1,2,4,0,14,14,9
311,GP,F,14,U,GT3,T,0,2,at_home,at_home,reputation,mother,2,2,0,no,yes,yes,no,yes,no,no,yes,4,4,2,1,2,1,3,12,15,8
312,GP,F,16,U,GT3,T,3,1,other,teacher,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,0,2,4,1,2,15,11
313,MS,M,15,U,GT3,T,3,2,other,other,reputation,other,2,1,3,no,yes,no,yes,no,no,yes,yes,3,3,4,3,2,0,6,19,5,5
314,GP,M,16,U,LE3,T,4,3,services,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,4,4,0,15,10,10
315,GP,F,16,R,GT3,T,1,2,health,other,home,mother,1,3,0,no,no,no,no,no,yes,yes,no,5,1,1,1,0,0,0,15,19,10
316,GP,F,16,U,LE3,T,3,0,services,health,course,father,1,1,0,no,no,no,no,yes,no,yes,no,1,1,2,0,2,3,0,5,13,8
317,GP,M,16,U,LE3,T,4,2,other,services,reputation,mother,0,2,0,yes,yes,yes,no,yes,yes,no,no,5,2,4,2,2,4,0,19,7,10
318,MS,F,18,U,GT3,A,1,1,health,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,2,0,0,12,17,8
319,GP,M,18,U,GT3,A,3,0,services,health,reputation,mother,4,0,0,no,yes,no,yes,no,yes,yes,no,4,2,0,0,2,4,0,10,6,9
320,MS,M,14,R,GT3,A,1,3,health,teacher,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,4,0,1,2,0,12,9,9
321,GP,M,16,U,GT3,A,2,1,other,health,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,3,0,10,12,9
322,GP,F,14,U,GT3,T,4,2,health,teacher,home,father,2,1,0,no,yes,no,no,yes,yes,yes,no,3,2,1,1,4,4,3,13,9,9
323,MS,F,16,U,GT3,A,4,2,services,other,home,mother,5,2,0,no,yes,no,no,yes,yes,yes,no,4,2,4,1,0,2,4,18,0,9
324,GP,F,14,U,GT3,T,2,1,at_home,other,reputation,mother,1,3,0,yes,no,no,no,no,yes,yes,no,2,2,0,3,5,0,3,11,19,11
325,GP,F,14,U,GT3,A,4,3,at_home,other,course,other,2,0,0,no,no,yes,no,no,no,yes,no,2,0,1,1,1,3,0,13,13,8
326,MS,F,14,U,LE3,T,2,1,at_home,other,reputation,mother,2,2,0,no,yes,no,no,no,yes,yes,no,4,2,2,1,1,5,11,21,8,9
327,GP,M,16,U,LE3,T,4,1,other,services,other,mother,2,0,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,6,4,4,0,8,11,9
328,GP,M,17,U,GT3,T,1,2,other,services,course,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,4,3,2,2,3,3,2,12,14,10
329,GP,M,14,U,GT3,T,4,3,other,teacher,home,mother,1,2,0,no,yes,yes,yes,no,no,yes,no,4,2,3,3,1,3,5,12,17,9
330,GP,F,14,U,GT3,A,4,2,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,4,1,4,1,2,2,0,18,6,9
331,MS,F,14,U,GT3,T,4,2,health,services,course,other,2,2,0,no,yes,no,yes,no,yes,no,no,2,4,1,4,3,4,3,12,14,9
332,MS,F,14,U,GT3,T,3,0,services,health,other,mother,3,1,0,no,yes,no,no,yes,yes,no,yes,3,4,2,3,1,3,0,14,8,9
333,GP,M,16,U,GT3,T,3,2,services,other,home,mother,2,2,0,no,no,yes,yes,yes,no,no,no,4,1,0,3,2,4,1,9,9,9
334,GP,F,16,U,GT3,T,4,2,other,services,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,0,1,2,3,5,15,15,9
335,GP,F,17,U,GT3,T,0,2,services,other,other,other,1,1,1,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,21,16,13,6
336,GP,F,16,U,GT3,T,0,1,services,services,home,father,1,2,0,no,yes,no,no,yes,no,yes,yes,4,4,1,1,3,3,0,15,11,8
337,GP,M,14,U,GT3,T,4,1,other,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,0,1,1,3,1,17,15,11
338,MS,M,17,R,LE3,T,4,0,services,teacher,home,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,4,6,0,3,3,20,12,11
339,GP,M,14,U,GT3,T,2,2,health,other,home,father,1,1,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,0,4,0,14,12,8
340,MS,M,15,U,GT3,A,2,1,services,services,home,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,4,2,11,12,9
341,GP,F,14,U,GT3,T,4,1,other,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,0,1,14,15,9
342,MS,F,14,U,GT3,T,4,1,at_home,health,course,mother,1,0,0,no,yes,no,no,no,yes,yes,yes,3,2,2,1,3,4,3,15,11,9
343,GP,F,17,U,GT3,A,0,0,health,health,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,2,2,2,2,0,15,11,9
344,MS,F,19,U,LE3,T,2,2,other,teacher,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,5,1,1,4,4,3,13,16,9
345,GP,M,18,U,LE3,A,1,2,teacher,at_home,reputation,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,6,1,2,1,9,15,8
346,MS,F,15,R,GT3,T,2,0,at_home,other,home,mother,3,2,0,no,no,no,yes,yes,yes,yes,no,3,3,4,1,0,2,0,10,15,9
347,MS,F,15,R,LE3,T,0,1,at_home,other,home,mother,1,2,1,no,yes,yes,no,yes,yes,no,no,4,4,4,1,1,3,1,12,11,8
348,GP,F,17,R,LE3,T,3,0,services,other,other,mother,2,1,1,yes,yes,no,no,no,yes,yes,no,4,4,3,2,4,0,1,10,14,8
349,MS,M,15,U,GT3,T,4,3,other,other,course,other,0,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,1,3,1,3,0,0,19,8,10
350,MS,M,18,U,GT3,T,0,1,other,services,course,father,0,1,0,no,yes,no,no,no,yes,no,yes,5,4,1,1,0,0,1,18,13,8
351,GP,M,16,U,GT3,T,3,2,at_home,health,course,other,1,1,0,no,yes,no,no,yes,yes,no,no,5,1,1,6,2,4,3,11,11,9
352,GP,M,14,U,GT3,T,3,1,at_home,services,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,1,3,1,3,3,0,14,15,9
353,GP,M,17,U,LE3,T,4,4,services,services,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,2,2,2,0,8,10,9
354,MS,M,14,U,LE3,T,1,0,other,services,reputation,mother,1,0,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,3,1,3,3,14,13,8
355,GP,M,16,U,GT3,T,4,3,at_home,services,other,mother,1,1,0,yes,yes,yes,no,yes,yes,yes,no,5,4,2,1,4,3,0,9,10,9
